name,street_address,unit,city,state,zipcode,type,property_id,team_id
Porter's Crossing in Eagle Mountain: 2-Story Tucker,8163 N Calf Creek Ln,,Eagle Mountain,UT,84005,Townhouse,e3df2e9e-978e-4e85-a28c-aac0895fd0d5,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"District at Valley Station in Heber: 3-Bed, 2-Bath Condo",343 W 1000 S,#304,Heber,UT,84032,Condo,bd563de4-fec2-48cf-9b28-3ff309e5784c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AF-964,964 W 350 S,,American Fork,UT,84003,Townhouse,8112baa2-21de-4672-b3e6-042aed522cce,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Easton Park in American Fork: 3-Story Payton V4,831 E 500 S,,American Fork,UT,84003,Townhouse,568f3b72-e25e-4c48-81fb-e44d60706052,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Entrata Farms in Meridian 3-Story Payton,3946 W Ski Hl Ln,,Meridian,ID,83642,,036be399-8170-420d-a5e7-9d66f9c2cd58,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"District at Valley Station in Heber: 1-Bed, 1-Bath Condo",188 W 1000 S,,Heber,UT,84032,Condo,8adb2cf6-b659-4c44-b152-609297d5eb0d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Edgewater in Vineyard: 2-Story Tucker,255 N Mills Rd,,Vineyard,UT,84059,House,af7732ad-5c3e-4e84-83b8-5e113d8b7988,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Brickyard in Meridian: 3-Story,N Centrepoint Way,,Meridian,ID,83646,,7a28edd2-dd0b-4f5e-b16a-5a2bad736e52,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Brickyard in Meridian: 1-Bed Apartment,N Centrepointe Way,,Meridian,ID,83646,House,39007b39-b904-46d4-9857-9c2b4a7fca9e,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Overlook in Herriman: 2-Story Tucker,W Ashburn Way,,Herriman,UT,84096,Townhouse,38bd85eb-1ed1-4a1c-a219-99846e518984,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Village on Greenway Garage,W Greenway Rd,,El Mirage,AZ,85335,,23394b6d-bf9c-40f0-9fbf-5d1baef5c8a6,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
4341 - Edge in Herriman: 2 story,S Ashburn Way,,Herriman,UT,84096,House,e6e3f429-a7f3-421e-8321-6e4c8d319c66,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View- Grant no garage,2347 E 920 S #06,,Spanish Fork,UT,84660,,f0795e96-4440-44d4-a5f6-e2d88b9d4575,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Tucker Row in Vineyard,190 E 630 N,,Vineyard,UT,84059,Townhouse,fc046bc0-190e-4286-a7bf-69d61036230d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"The Village on 4th in Springville: 3-Bed, 2-Bath #2",426 S 625 W,#2,Springville,UT,84663,Condo,5b9d8d02-825e-42c0-a97e-7c10eb89587d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Brickyard in Meridian: 2-Bed Apartment,"3648 N Centrepoint Way 2F Meridian, ID 83646",,Meridian,ID,83646,House,6640b551-6e5e-42f2-9f58-a2ad3f3b1240,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Brickyard in Meridian: 2-Story Tucker,N Centrepoint Way,,Meridian,ID,83646,Townhouse,4f8f96e0-0f86-44c9-9332-8534144852f1,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Brickyard in Meridian: 3-Bed 1-Bath Apartment,N Centrepoint Way,,Meridian,ID,83646,,6a721677-3d3c-435b-9aab-9bd3d5939b84,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Brickyard in Meridian: Studio,N Centrepointe Way,,Meridian,ID,83646,Apartment,2cb9ff85-23ed-471e-a445-07b2fafe6ee8,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Easton Park Garage-41N,521 S 850 E #41N,,American Fork,UT,84003,,f742733f-b4cc-4cb7-9022-e758e13c507b,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Lehi 4 bed Home,115 E 300 S,,Lehi,UT,84043,,b8c29046-4cb4-4771-9b20-08cf8f1e603d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Easton Park Garage-98S,549 S 850 E #98S,,American Fork,UT,84003,,aa07ede4-07f3-4b45-94e8-ee49b8619ac2,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"The Village on Greenway El Mirage: 1-Bed, 1-Bath",12945 W Greenway Rd,,El Mirage,AZ,85335,,0d597538-42cc-49fb-b3a3-c8d15a27e15e,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Brickyard in Meridian: 3-Story with attached garage,3710 N Centrepoint Way,,Meridian,ID,83646,House,16258ba8-10ff-46fc-b8c1-2452b37d422a,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"The Boulders in Herriman: 2-Story, 2 car garage",Rock Hound Way,,Herriman,UT,84096,House,d59e03e7-0b60-4103-804d-b5bd35cf11de,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"Easton Park in American Fork: 3-Bed, 2-Bath Condo",772 E 500 S,#203,American Fork,UT,84003,Condo,d84b1aa1-e669-4105-8b7d-a480195eba9c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Edgewater In Vineyard 672 N 160 E,672 N 160 E,,Vineyard,UT,84059,,ec306d48-4ae9-4c7e-9d24-0a1778e66187,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"Pineridge Farms in Payson: 2-bed, 2-bath",384 W 650 N,A,Payson,UT,84651,,5c1b5475-1405-4b44-9e2a-2442b476ea1e,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"The Village on Greenway El Mirage: 2-Bed, 2-Bath -2nd floor",12945 W Greenway Rd,,El Mirage,AZ,85335,,4b5f8474-5384-43a4-bc3c-4aa911de8270,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Boulders in Herriman: 3-Story Payton V5,14849 S Diorite Ct,,Herriman,UT,84096,House,ccb0a125-beef-4989-81ee-7525e86791bf,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View- Bedford,2308 E 830 S,,Spanish Fork,UT,84660,,702695a0-c60c-4570-8df0-480aaf3da7ea,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View- Cedar,2308 E 830 S,,Spanish Fork,UT,84660,,838ec686-a39b-4eff-8b8f-b942579d98d3,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-23,3719 S 1980 W #23,,Roy,UT,84067,,cc3e322f-b8b2-4976-bf4e-638d88c44482,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View- Dupont,2308 E 830 S,,Spanish Fork,UT,84660,,2ed1525b-1488-4821-8a00-c6b74efdecae,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View- Easton,2308 E 830 S,,Spanish Fork,UT,84660,,89ad8396-281f-410d-af17-0a7c70319f35,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View- Fairfax,2308 E 830 S,,Spanish Fork,UT,84660,,01b9d6c9-0431-4cdd-90be-bc0c08a46ff3,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Dublin Farms in Eagle Mountain: 3-Story Payton V5,4267 O'Connell Ln,,Eagle Mountain,UT,84005,Townhouse,22beb710-a7ba-45d8-abe3-726351fca83a,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View- Grant,2308 E 830 S,,Spanish Fork,UT,84660,,0a4ffe9d-58f2-42f3-8a59-1e5845abd81d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
1488,1488 Westbury Way #B,,Lehi,UT,84043,,0776d9e1-b7c2-4c2c-b5eb-a8c8351e36b1,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
4341-Edge,4341 W Nash,,Herriman,UT,84096,,55412b32-23ed-4d42-9207-0aa6756378f4,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"5th Avenue in Provo: 2-Bed, 1-Bath Condo",888 N 600 W Unit #34,,Provo,UT,84604,Condo,0be9ce01-ba57-413c-8ffc-9dcf1b5b6b60,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-01,3706 S 1920 W - AH-01 #01,,Roy,UT,84067,,52fefdb9-f180-4e7f-944b-4d2a2585531c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-03,3706 S 1920 W - AH-03 #03,,Roy,UT,84067,,184d664f-963d-448b-a854-e7cd0b5c30dc,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-05,3706 S 1920 W - AH-05 #05,,Roy,UT,84067,,93145394-0bce-4dcd-bc0d-df0ca7bb1abf,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-07,3712 S 1940 W #07,,Roy,UT,84067,,865c541e-0382-40bc-90bb-489c3dab4382,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-08,3712 S 1940 W #08,,Roy,UT,84067,,7a3b0bcf-9ba6-43c1-9b93-391fe29150ff,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-11,3713 S 1940 W #11,,Roy,UT,84067,,61f3348a-0f7e-48bf-adad-cc902cef1b9c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-16,3718 S 1980 W #16,,Roy,UT,84067,,a5fb18d4-1709-464a-b0ee-d148c8d7c51a,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-17,3719 S 1980 W #17,,Roy,UT,84067,,67bbed66-0a71-453a-8c81-22e90d5b0cc6,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-20,3719 S 1980 W #20,,Roy,UT,84067,,cb28fa75-785f-45ae-8e56-6ad2935bcbec,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"The Village on Greenway El Mirage: 2-Bed, 2-Bath -3rd floor",12945 W Greenway Rd,,El Mirage,AZ,85335,,f6bba989-6300-48b5-9640-0ec84cf1f6ac,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-26,3677 S 1990 W #26,,Roy,UT,84067,,b1457efa-e5cc-4a59-bb36-bec101b7f4e7,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-31,3669 S 1990 W #31,,Roy,UT,84067,,889caf17-4acb-4f11-915f-ccab360e9eab,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-36,3633 S 1960 W #36,,Roy,UT,84067,,499f4561-6e20-4072-8441-d2c00f997577,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-37,3633 S 1960 W #37,,Roy,UT,84067,,77b28b76-8cc5-40a4-88f0-1cf356bca88f,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-40,3624 S 1960 W #40,,Roy,UT,84067,,788ca52d-7bf9-4533-acab-fa6388aa8172,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-45,3624 S 1960 W #45,,Roy,UT,84067,,a488da01-507f-4eee-9ab6-7a6900f4ed8d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-46,3624 S 1960 W #46,,Roy,UT,84067,,ccca720e-8f2e-42c5-9cf3-9952f39fa4b1,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Salt Lake City Home,106 W Angelo,,Salt Lake City,UT,84115,Condo,884d583b-252f-4d6a-bdc4-e941cff90fe7,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"Easton Park in American Fork: Large 2-Bed, 1-Bath Condo",743 E 550 S,205,American Fork,UT,84003,Condo,66b66ebb-f3ea-414d-a291-5ece5a203356,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View - 2347 E 920 S unit 20,2347 E 920 S,20,Spanish Fork,UT,84660,Condo,c1d481c9-4f25-4adb-9d2b-53a4d563b7de,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Edgewater in Vineyard 281 N 750 E,281 N 750 E,,Vineyard,UT,84059,Townhouse,96d4fc75-9039-4194-a771-a0a4e2423bda,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View - 2311 E 920 S unit 02,2311 E 920 S,02,Spanish Fork,UT,84660,Condo,d44b3800-3a76-48a6-9064-1c866cf39210,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View - 2311 E 920 unit 08,2311 E 920,08,Spanish Fork,UT,84660,Condo,6de737d3-5507-4ac7-8ffc-7905469f010d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View - 2342 E 830 S unit 04,2342 E 830 S,04,Spanish Fork,UT,84660,Condo,8ab1a874-fc6f-4e46-93cb-3ddaba5de7a0,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View - 2311 E 920 S unit 06,2311 E 920 S,06,Spanish Fork,UT,84660,Condo,14228a97-46d8-4701-a3db-5d2a97dbbad8,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View - 2347 E 920 S unit 12,2347 E 920 S,12,Spanish Fork,UT,84660,Condo,27d39060-7cc3-447e-b14b-0413fffc33de,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Vista View -  2347 E 920 S unit 19,2347 E 920 S,19,Spanish Fork,UT,84660,Condo,a75f3f29-90cf-4dc1-a9e8-25302d0bcfd0,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Edgewater in Vineyard: 3-Story Payton V1,255 N Mills Rd,,Vineyard,UT,84059,House,b66884b6-ff11-41b3-b19a-89a8eb71b6f6,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
The Lochs in Vineyard: 3 Story Payton,100 E 630 N,,Vineyard,UT,84059,,7d275303-b29d-4fa1-b480-678e146b34fb,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
District at Valley Station in Heber: Storage Unit,200 W 1000 S,,Heber,UT,84032,,6e03d395-13c1-45b7-bfdb-2a718948560c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Hayloft Cove Main in West Valley,4877 Hayloft Cove Main,,West Valley,UT,84120,House,fe7d779a-7b72-47df-8a55-960451c42ec3,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Westridge in West Valley,5622 W Island Ridge Dr,,West Valley,UT,84118,House,83b8aec3-299c-450e-8f4e-4fffaa0e0c5f,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-47,3647 S 1930 W #47,,Roy,UT,84067,,ca3447c7-ef53-49e2-9c98-4cd34b5e7e50,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-56,3701 S 1920 W #56,,Roy,UT,84067,,052c0713-792f-4e84-bb38-2932ca1d7a29,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-60,3694 S 1950 W #60,,Roy,UT,84067,,ba0f7113-8e13-4c82-873b-17940a79d497,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-62,3694 S 1950 W #62,,Roy,UT,84067,,265ddad5-7663-4f82-8251-272d61a4085e,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-63,3694 S 1950 W #63,,Roy,UT,84067,,6d997a4d-0245-4892-a7ab-644aeee02863,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-69,3683 S 1950 W #69,,Roy,UT,84067,,331ed859-0881-4325-9fcf-d7adf0130291,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-70,3683 S 1950 W #70,,Roy,UT,84067,,365a1316-cafa-4ac7-8509-0482a692adf8,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-71,3682 S 1990 W #71,,Roy,UT,84067,,f80bfcf4-84e3-4a45-89f6-e302b7e8e10c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-72,3682 S 1990 W #72,,Roy,UT,84067,,47c1266e-3cac-4ab1-875f-9fdac8481227,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-73,3682 S 1990 W #73,,Roy,UT,84067,,75f5195f-c031-438b-8113-6f535c3b2da8,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-75,3682 S 1990 W #75,,Roy,UT,84067,,bddac046-f926-429c-8562-1e91fd43187a,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
AH-76,3682 S 1990 W #76,,Roy,UT,84067,,9abd8fef-b4cb-4ce1-841f-6b50c6d6ed75,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 1-103- URHC Home,1341 S Spring Creek Dr 103,,Provo,UT,84606,Condo,3f98921b-bd56-47df-9ca9-68d13042d698,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
South Salt Lake - 361 E Park Creeke Ln C,2607 S Ponsonby St GC361 E Park Creeke Ln,C,South Salt Lake,UT,84115,Condo,e3c3300d-4508-403b-a902-98cf944d4beb,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
122 W Springview Dr,122 W Springview Dr,#122,Saratoga Springs,UT,84045,Apartment,515148f8-a6ce-4a7c-87ed-2129108c2d1d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 1-403- URHC Home,1341 S Spring Creek Dr 403,,Provo,UT,84606,,7462b59a-31ef-4e4a-8067-13a3d121007c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 10-204,1449 S Spring Creek Dr 204,,Provo,UT,84606,Condo,8d067f6a-2a16-4e66-bcc7-670596082893,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 60-102,7318 W Laxey St 102,,Magna,UT,84044,Condo,0592cc6c-e188-428c-a86f-543839f2f244,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 10-404,1449 S Spring Creek Dr 404,,Provo,UT,84606,Condo,b466a2b9-4429-4f05-a340-92b03ff48bec,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 11-201,1449 S Spring Creek Dr 201,,Provo,UT,84606,Condo,da1e8886-02aa-47d6-b2a0-47996fc3edf0,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 12-102,1449 S Spring Creek Dr 102,,Provo,UT,84606,Condo,2f2043de-422e-441c-9f26-6c3030d413c4,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 12-402,1449 S Spring Creek Dr 402,,Provo,UT,84606,Condo,bf4dda20-f1c3-4fe9-a266-05c0d4a8baa7,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 13-103,1481 S Spring Creek Dr 103,,Provo,UT,84606,Condo,717f6059-5442-44cc-b4b7-1e0c43e8a405,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 13-203,1481 S Spring Creek Dr 203,,Provo,UT,84606,Condo,dd4120e3-ebc2-453d-8a31-97285937fb76,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 13-303,1481 S Spring Creek Dr 303,,provo,UT,84606,Condo,5a64547e-7a11-46f5-beea-df10c50b7a5e,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 13-403,1481 S Spring Creek Dr 403,,provo,UT,84606,Condo,1f50eede-036f-46a9-a6a1-b1b1c2b5e470,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 14-204,1481 S Spring Creek Dr 204,,Provo,UT,84606,Condo,3567b3c3-dba4-4eb6-97ab-2f36d8dab9f4,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 15-401,1481 S Spring Creek Dr 401,,Provo,UT,84606,Condo,ebee3d92-b2da-46b4-b91a-611812fdecec,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 16-102,1481 S Spring Creek Dr 102,,Provo,UT,84606,Condo,cdd11fa9-40ee-47fa-a4f7-c9b654ada7a3,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 16-202,1481 S Spring Creek Dr 202,,Provo,UT,84606,Condo,8326f7cd-16dd-4bfd-92ec-1c3f99f90ccb,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 16-402,1481 S Spring Creek Dr 402,,Provo,UT,84606,Condo,bebc2a96-7ba8-42de-ae8f-2f509aca3cc7,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 17-303- URHC Home,1085 E 1500 S 303,,Provo,UT,84606,Condo,4e9b378d-0700-4db2-8ad7-1bbe6190f2ec,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 18-304- URHC Home,1085 E 1500 S 304,,Provo,UT,84606,Condo,933d2cba-c91a-4485-a5fe-438b4b6f8093,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 18-404- URHC Home,1085 E 1500 S 404,,Provo,UT,84606,Condo,30867bdb-94ee-4701-8005-fa6f3eba3ea0,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 19-201,1085 E 1500 S 201,,Provo,UT,84606,Condo,4807ed93-5175-4509-8d51-6f535a111cce,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
"Colony Farms in Magna: 2-Bed, 1-Bath Condo",W Loudon Grove Dr,,Magna,UT,84044,Condo,7e01b5a2-9ce9-4761-aa67-869544440028,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna: 2-Story Delinda,S Laxey St,,Magna,UT,84044,Townhouse,b201ff09-a9a2-4d51-b317-73d8e7d86c5b,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 19-301,1085 E 1500 S 301,,Provo,UT,84606,Condo,1b61b6ce-6784-49f1-9070-77321a2da3b7,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 2-204,1341 S Spring Creek Dr 204,,Provo,UT,84606,Condo,6418c261-1dc1-4df8-90b2-b2017c961178,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
3901 Herron Avenue,3901 Herron Avenue,,Cincinnati,OH,45223,,8efbe683-8211-4ba1-bbf9-00aa1d23bc49,9d7b2296-f579-464b-a47d-d62b7532a9e5
40 Wuest,40 Wuest street ,40,Cincinnati,OH,45217,Townhouse,5567c60a-1f0e-491d-9726-f7e21c7bce1e,9d7b2296-f579-464b-a47d-d62b7532a9e5
4821 Reading Road,4821 Reading Rd,,Cincinnati,OH,45237,Apartment Building,ca15bf8a-88d1-488b-bb9f-a3f124d9c83f,9d7b2296-f579-464b-a47d-d62b7532a9e5
	2045 Bickel Avenue,2045 Bickel Avenue,,Cincinnati,OH,45214,,54cc9579-923f-44c1-b60a-e483cabff6b2,9d7b2296-f579-464b-a47d-d62b7532a9e5
2530 Montana Avenue - SFH,2530 Montana Avenue,,Cincinnati,OH,45211,,08d7bed3-0bb3-4a2b-932c-e5cb324f9946,9d7b2296-f579-464b-a47d-d62b7532a9e5
3029 South Hegry Circle - SFH,3029 S Hegry Circle,,Cincinnati,OH,45238,,cda2d31c-8079-469d-b753-b5a6035b34ca,9d7b2296-f579-464b-a47d-d62b7532a9e5
"5249 Hopewell Valley Drive  Morrow, OH 45152","5249 Hopewell Valley Drive  Morrow, OH 45152",SFH,Morrow,OH,45152,House,2a3f635f-fdc6-443a-add1-4b0bac632ad7,9d7b2296-f579-464b-a47d-d62b7532a9e5
1218 Purcell Avenue,"1218 Purcell Avenue  Cincinnati, OH 45205",,Cincinnati,OH,45205,Apartment Building,fe3fb30b-eec5-4a1f-a040-9b345944a5bc,9d7b2296-f579-464b-a47d-d62b7532a9e5
3382 McHenry Avenue,3382 McHenry Avenue,,Cincinnati,OH,45225,Apartment Building,b48017ad-04c7-4303-89b9-9d447744226e,9d7b2296-f579-464b-a47d-d62b7532a9e5
1751 Gilsey Ave,1751 Gilsey Ave,  ,Cincinnati,OH,45205,Apartment Building,deded825-1ad6-4275-9337-65490270a556,9d7b2296-f579-464b-a47d-d62b7532a9e5
895 Fox Court,895 Fox Court Morrow OH,SFH,Morrow,OH,45152,House,aefa0294-2899-46dc-a88f-388f42bdb062,9d7b2296-f579-464b-a47d-d62b7532a9e5
1814 Country Lane,1814 Country Lane,,Goshen,OH,45122,,c45dd674-ae1c-4a88-ad6b-b563e7052188,9d7b2296-f579-464b-a47d-d62b7532a9e5
125 Starling Road,Starling Road,,Bethel,OH,45106,Apartment Building,eba7476f-b6a4-4d06-bed1-e707604c074b,9d7b2296-f579-464b-a47d-d62b7532a9e5
137 West 66th Street - 5,137 W 66th St,,Cincinnati,OH,45216,Apartment Building,7cfab07c-c0d7-449e-a5a8-f164f31e0f58,9d7b2296-f579-464b-a47d-d62b7532a9e5
7844 Glen Orchard Drive  Cincinnati,7844 Glen Orchard Dr,,Cincinnati,OH,45237,,38d0a1b7-fa97-468a-b9d8-8265a79f8bf4,9d7b2296-f579-464b-a47d-d62b7532a9e5
	6502 Savannah Avenue,"6502 Savannah Avenue Cincinnati, OH 45239",,Cincinnati,OH,45239,House,32699ea8-e26e-4703-b795-4d6714d9299a,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave Cincinnati,1048 Rosemont Avenue,,Cincinnati,OH,45205,Apartment Building,e05b7f93-0897-412d-b4eb-03f38cec7763,9d7b2296-f579-464b-a47d-d62b7532a9e5
5206 Montgomery Road,Montgomery Road,,Cincinnati,OH,45212,Apartment Building,4504c42f-7c06-455c-a40f-c73f521255ca,9d7b2296-f579-464b-a47d-d62b7532a9e5
3834 Glenway Ave,Glenway Avenue,,Cincinnati,OH,45205,Apartment Building,eed02400-9b42-4401-92e2-9460f2bef728,9d7b2296-f579-464b-a47d-d62b7532a9e5
2332 Harrison Avenue,"2332 Harrison Avenue  Cincinnati, OH 45211",,Cincinnati,OH,45211,Apartment Building,c8b966be-a201-4dcb-ab45-992ec340b3e5,9d7b2296-f579-464b-a47d-d62b7532a9e5
3029 S Hegry Cir,3029 S Hegry Circle,,Cincinnati,OH,45238,,52bee5b6-0e15-4f15-b229-a45b411ee1c1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1127 Alnetta Dr,"Alnetta Dr  Cincinnati, OH",,Cincinnati,OH,45230,House,caa3b27e-2e22-4fb7-b888-0a96c720fdf3,9d7b2296-f579-464b-a47d-d62b7532a9e5
5848 Montgomery Road,5848 Montgomery Rd,,Cincinnati,OH,45213,Apartment Building,642c4c52-5639-4cd2-bbbc-f26b1e80a336,9d7b2296-f579-464b-a47d-d62b7532a9e5
2841 Westknolls Lane,2841 Westknolls Lane,,Cincinnati,OH,45211,,7d4de1b4-b10e-41f6-b44b-50803b291f98,9d7b2296-f579-464b-a47d-d62b7532a9e5
2530 Montana Avenue,2530 Montana Avenue,,Cincinnati,OH,45211,,0bc5d1d9-0387-41db-8081-8a5be28b2ee2,9d7b2296-f579-464b-a47d-d62b7532a9e5
3834 Glenway Ave  Cincinnati,Glenway Avenue,,Cincinnati,OH,45205,,7939825b-406c-48f7-9cf0-274ac3c1bc9c,9d7b2296-f579-464b-a47d-d62b7532a9e5
6129 Cary Avenue,6129 Cary Avenue,,Cincinnati,OH,45224,House,a8adba20-26ae-4fdc-ad99-679193909247,9d7b2296-f579-464b-a47d-d62b7532a9e5
1910 MEARS AVE,"Cincinnati, OH 45230",,Cincinnati,OH,45230,Apartment Building,1bd3c3f8-bde8-46ed-a31b-028fd76e3369,9d7b2296-f579-464b-a47d-d62b7532a9e5
4856 Yarmouth,4856 Yarmouth Place,,Cincinnati,OH,45237,Apartment Building,f117ee08-089c-4b07-8cb1-c6ac046143cd,9d7b2296-f579-464b-a47d-d62b7532a9e5
944 ELBERON AVE,"944 ELBERON AVE  Cincinnati, OH 45205",,Cincinnati,OH,45205,Apartment Building,14bde2af-150b-4310-98cb-6a0775675b4b,9d7b2296-f579-464b-a47d-d62b7532a9e5
