property_id,team_id,street_part,unit_part,city,state,zipcode,full_address,token_set
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,,,,,145 Benson Street,145 benson street
f44dd133-0053-4405-a713-fc288839ecf5,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,,,,,145 Benson Street,145 benson street
a08f9ea7-f463-4e48-8dd0-6ed6eb051735,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,,,,,145 Benson Street,145 benson street
ac50f577-3cdc-41b7-9788-84d9a6f0fb04,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,,,,,145 Benson Street,145 benson street
b103c413-8b84-4194-9e5d-9c81a1f65b7b,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,,,,,145 Benson Street,145 benson street
54c8acac-7432-4a0b-8c8c-389d94ea0bda,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,,,,,145 Benson Street,145 benson street
59330c7e-b56d-4721-b2e7-c0b9bc4d6436,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,,,,,145 Benson Street,145 benson street
2c9ddd04-98dd-441a-9029-5066a8230db1,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,,,,,145 Benson Street,145 benson street
886ec2e4-264e-4077-8b60-390ed9d66429,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,,,,,145 Benson Street,145 benson street
f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,,,,,145 Benson Street,145 benson street
886ec2e4-264e-4077-8b60-390ed9d66429,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,1,,,,145 Benson Street   1,1 145 benson street
83c06a45-751c-4459-ad6c-dece5b0ffdec,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,1,,,,145 Benson Street   1,1 145 benson street
,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,1,,,,145 Benson Street   1,1 145 benson street
f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,1,,,,145 Benson Street   1,1 145 benson street
,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,2,,,,145 Benson Street   2,145 2 benson street
0a9daded-5597-4d68-8d1a-923f4cccc92c,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,2,,,,145 Benson Street   2,145 2 benson street
87f6ab72-2591-469d-8c7d-bff76ca363c8,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,2,,,,145 Benson Street   2,145 2 benson street
886ec2e4-264e-4077-8b60-390ed9d66429,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,2,,,,145 Benson Street   2,145 2 benson street
54c8acac-7432-4a0b-8c8c-389d94ea0bda,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,2,,,,145 Benson Street   2,145 2 benson street
83c06a45-751c-4459-ad6c-dece5b0ffdec,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,2,,,,145 Benson Street   2,145 2 benson street
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,2,,,,145 Benson Street   2,145 2 benson street
e7cf1995-1c28-49ce-b1b9-5f52bbc9c060,9d7b2296-f579-464b-a47d-d62b7532a9e5,145 Benson Street,2,,,,145 Benson Street   2,145 2 benson street
,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
83c06a45-751c-4459-ad6c-dece5b0ffdec,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
a08f9ea7-f463-4e48-8dd0-6ed6eb051735,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
83c06a45-751c-4459-ad6c-dece5b0ffdec,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
fc5e56f2-e1ba-44da-88f1-052e152d4dd4,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
05aa542c-1c64-4a39-b617-12877d3573ca,685e0d3a-257a-49d4-ba42-cd4ffedb219e,1451 Morrell Ave,,,,,1451 Morrell Ave,1451 ave morrell
ec6ccd47-321b-4398-bb79-d243b13ab5e2,685e0d3a-257a-49d4-ba42-cd4ffedb219e,1451 Morrell Ave,,,,,1451 Morrell Ave,1451 ave morrell
,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,"A, Cincinnati, OH, 45217",,,,"146 Glenridge Pl   A, Cincinnati, OH, 45217","146 45217 a, cincinnati, glenridge oh, pl"
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,"C, Cincinnati, OH, 45217",,,,"146 Glenridge Pl   C, Cincinnati, OH, 45217","146 45217 c, cincinnati, glenridge oh, pl"
,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,"C, Cincinnati, OH, 45217",,,,"146 Glenridge Pl   C, Cincinnati, OH, 45217","146 45217 c, cincinnati, glenridge oh, pl"
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,,,,,146 Glenridge Pl,146 glenridge pl
83c06a45-751c-4459-ad6c-dece5b0ffdec,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,,,,,146 Glenridge Pl,146 glenridge pl
,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,,,,,146 Glenridge Pl,146 glenridge pl
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,,Cincinnati,OH,45217,146 Glenridge Pl Cincinnati OH,146 cincinnati glenridge oh pl
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,,,,,146 Glenridge Pl,146 glenridge pl
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,,,,,146 Glenridge Pl,146 glenridge pl
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,,,,,146 Glenridge Pl,146 glenridge pl
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Pl,,Cincinnati,OH,45217,146 Glenridge Pl Cincinnati OH,146 cincinnati glenridge oh pl
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
87f6ab72-2591-469d-8c7d-bff76ca363c8,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
b103c413-8b84-4194-9e5d-9c81a1f65b7b,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
fc5e56f2-e1ba-44da-88f1-052e152d4dd4,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
2c9ddd04-98dd-441a-9029-5066a8230db1,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
4f0659ba-f302-4af3-b366-11d65b46c108,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
59330c7e-b56d-4721-b2e7-c0b9bc4d6436,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
83c06a45-751c-4459-ad6c-dece5b0ffdec,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
74c1c9db-926a-41c3-bcb8-2c2b40e75e08,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
ac50f577-3cdc-41b7-9788-84d9a6f0fb04,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
e7cf1995-1c28-49ce-b1b9-5f52bbc9c060,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,,,,,146 Glenridge Place,146 glenridge place
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,A,,,,146 Glenridge Place   A,146 a glenridge place
ac50f577-3cdc-41b7-9788-84d9a6f0fb04,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,A,,,,146 Glenridge Place   A,146 a glenridge place
b103c413-8b84-4194-9e5d-9c81a1f65b7b,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,A,,,,146 Glenridge Place   A,146 a glenridge place
,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,A,,,,146 Glenridge Place   A,146 a glenridge place
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,B,,,,146 Glenridge Place   B,146 b glenridge place
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,C,,,,146 Glenridge Place   C,146 c glenridge place
83c06a45-751c-4459-ad6c-dece5b0ffdec,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,C,,,,146 Glenridge Place   C,146 c glenridge place
06eab8eb-fc67-4bac-bcf1-5be05959b854,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,C,,,,146 Glenridge Place   C,146 c glenridge place
54c8acac-7432-4a0b-8c8c-389d94ea0bda,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,C,,,,146 Glenridge Place   C,146 c glenridge place
59330c7e-b56d-4721-b2e7-c0b9bc4d6436,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,C,,,,146 Glenridge Place   C,146 c glenridge place
0fd1f7d3-37dc-47b8-9ec8-b372336e2803,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,C,,,,146 Glenridge Place   C,146 c glenridge place
,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,C,,,,146 Glenridge Place   C,146 c glenridge place
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,D,,,,146 Glenridge Place   D,146 d glenridge place
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,146 Glenridge Place,Z,,,,146 Glenridge Place   Z,146 glenridge place z
,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
0fd1f7d3-37dc-47b8-9ec8-b372336e2803,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
,3a45cc04-79e0-4b81-9742-ca5cad59fe23,14630 Edenglen Dr,,,,,14630 Edenglen Dr,14630 dr edenglen
,3a45cc04-79e0-4b81-9742-ca5cad59fe23,14630 Edenglen Dr,,Houston,TX,77049,14630 Edenglen Dr Houston TX,14630 dr edenglen houston tx
,a8980a28-d78f-447f-bba4-1715e30c8615,14748 Aburbank Blvd,,,,,14748 Aburbank Blvd,14748 aburbank blvd
,a8980a28-d78f-447f-bba4-1715e30c8615,14748A Burbank Blvd,,,,,14748A Burbank Blvd,14748a blvd burbank
a4060054-2023-4c18-a179-b185773029d1,10ce2520-f333-48f4-b52c-110482d3e139,148 Zelles Rd,,,,,148 Zelles Rd,148 rd zelles
,a8980a28-d78f-447f-bba4-1715e30c8615,14807 Normandie Ave,"6, Gardena, CA, 90247",,,,"14807 Normandie Ave   6, Gardena, CA, 90247","14807 6, 90247 ave ca, gardena, normandie"
,e98fe8dc-75c3-4589-987a-abc9ca6b878a,14815 Avery Ranch Blvd,"503, Austin, TX, 78717",,,,"14815 Avery Ranch Blvd   503, Austin, TX, 78717","14815 503, 78717 austin, avery blvd ranch tx,"
8e5fec79-8f8a-4b99-b552-c72dc4917257,e98fe8dc-75c3-4589-987a-abc9ca6b878a,14815 Avery Ranch Blvd,"503, Austin, TX, 78717",,,,"14815 Avery Ranch Blvd   503, Austin, TX, 78717","14815 503, 78717 austin, avery blvd ranch tx,"
,e98fe8dc-75c3-4589-987a-abc9ca6b878a,14815 Avery Ranch Blvd,,Austin,TX,78717,14815 Avery Ranch Blvd Austin TX,14815 austin avery blvd ranch tx
8e5fec79-8f8a-4b99-b552-c72dc4917257,e98fe8dc-75c3-4589-987a-abc9ca6b878a,14815 Avery Ranch Blvd,,Austin,TX,78717,14815 Avery Ranch Blvd Austin TX,14815 austin avery blvd ranch tx
,e98fe8dc-75c3-4589-987a-abc9ca6b878a,14815 Avery Ranch Boulevard,"503 Austin, TX 78717",,,,"14815 Avery Ranch Boulevard   503 Austin, TX 78717","14815 503 78717 austin, avery boulevard ranch tx"
8e5fec79-8f8a-4b99-b552-c72dc4917257,e98fe8dc-75c3-4589-987a-abc9ca6b878a,14815 Avery Ranch Boulevard,"503 Austin, TX 78717",,,,"14815 Avery Ranch Boulevard   503 Austin, TX 78717","14815 503 78717 austin, avery boulevard ranch tx"
,993e100a-ca2e-47d2-9e0d-bc7e3f0076db,1488 Devon Mill Way,,,,,1488 Devon Mill Way,1488 devon mill way
,993e100a-ca2e-47d2-9e0d-bc7e3f0076db,1488 Devon Mill Way,Unit B,,,,1488 Devon Mill Way   Unit B,1488 b devon mill unit way
,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,1488 Westbury Way,,,,,1488 Westbury Way,1488 way westbury
7210060f-c329-4888-bc21-972d50ca2b0b,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,14904 Tumble Rock Way,,,,,14904 Tumble Rock Way,14904 rock tumble way
f1ee59b9-0c32-4be4-a0d3-ee36b61fa16c,993e100a-ca2e-47d2-9e0d-bc7e3f0076db,15 Chappell Rd,,,,,15 Chappell Rd,15 chappell rd
,993e100a-ca2e-47d2-9e0d-bc7e3f0076db,15 Chappell Rd,,,,,15 Chappell Rd,15 chappell rd
,993e100a-ca2e-47d2-9e0d-bc7e3f0076db,15 Chappell Rd,Unit A,,,,15 Chappell Rd   Unit A,15 a chappell rd unit
,3a45cc04-79e0-4b81-9742-ca5cad59fe23,150 Irondale St,,,,,150 Irondale St,150 irondale st
,3a45cc04-79e0-4b81-9742-ca5cad59fe23,150 Irondale St,,Elyria,OH,44035,150 Irondale St Elyria OH,150 elyria irondale oh st
416e93d3-504b-4777-b7d6-a5ccf32465a3,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1500 Brandt Dr,,,,,1500 Brandt Dr,1500 brandt dr
416e93d3-504b-4777-b7d6-a5ccf32465a3,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1500 Brandt Dr,,Austin,TX,,1500 Brandt Dr Austin TX,1500 austin brandt dr tx
416e93d3-504b-4777-b7d6-a5ccf32465a3,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1500 Brandt Dr,,Austin,TX,78742,1500 Brandt Dr Austin TX,1500 austin brandt dr tx
416e93d3-504b-4777-b7d6-a5ccf32465a3,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1500 Brandt Dr,,Austin,TX,78742,1500 Brandt Dr Austin TX,1500 austin brandt dr tx
114fa92f-cc0a-4506-aac1-9c3da87cef1d,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1500 North St,,,,,1500 North St,1500 north st
114fa92f-cc0a-4506-aac1-9c3da87cef1d,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1500 North St,"B, Austin, TX, 78756",,,,"1500 North St   B, Austin, TX, 78756","1500 78756 austin, b, north st tx,"
114fa92f-cc0a-4506-aac1-9c3da87cef1d,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1500 North St,,,,,1500 North St,1500 north st
114fa92f-cc0a-4506-aac1-9c3da87cef1d,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1500 North St,,Austin,TX,78756,1500 North St Austin TX,1500 austin north st tx
204637e4-d1b7-4f2e-95dc-db07b1880a3c,685e0d3a-257a-49d4-ba42-cd4ffedb219e,1506 Louisiana St,,,,,1506 Louisiana St,1506 louisiana st
9d4ea57a-0e51-47f1-be33-b7a76fa06742,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1508 Sugarberry Ln,,,,,1508 Sugarberry Ln,1508 ln sugarberry
9d4ea57a-0e51-47f1-be33-b7a76fa06742,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1508 Sugarberry Ln,,Austin,TX,78748,1508 Sugarberry Ln Austin TX,1508 austin ln sugarberry tx
9d4ea57a-0e51-47f1-be33-b7a76fa06742,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1508 Sugarberry Ln,,Austin,TX,78748,1508 Sugarberry Ln Austin TX,1508 austin ln sugarberry tx
de7ac441-1403-43e2-bf3a-4d363668acab,de209b69-f227-4ae2-b44b-a4df479c4eb3,15086 Stagehand Dr,,,,,15086 Stagehand Dr,15086 dr stagehand
de7ac441-1403-43e2-bf3a-4d363668acab,de209b69-f227-4ae2-b44b-a4df479c4eb3,15086 Stagehand Dr,Stagehand Dr 15086,,,,15086 Stagehand Dr   Stagehand Dr 15086,15086 dr stagehand
de7ac441-1403-43e2-bf3a-4d363668acab,de209b69-f227-4ae2-b44b-a4df479c4eb3,15086 Stagehand Dr,,San Antonio,TX,78245,15086 Stagehand Dr San Antonio TX,15086 antonio dr san stagehand tx
,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,151 Harvest Villiage Ln,,,,,151 Harvest Villiage Ln,151 harvest ln villiage
cb87d7a0-6fd1-465f-bcbc-58e1f7b0a075,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,151 Harvest Villiage Ln,,,,,151 Harvest Villiage Ln,151 harvest ln villiage
,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1510,,,,,1510,1510
,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1510 6th St,,,,,1510 6th St,1510 6th st
d7c6a377-2eff-4098-b123-40d1e1eaa181,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1510 6th St,"212, Austin, TX, 78703",,,,"1510 6th St   212, Austin, TX, 78703","1510 212, 6th 78703 austin, st tx,"
,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1510 6th St,,,,,1510 6th St,1510 6th st
d7c6a377-2eff-4098-b123-40d1e1eaa181,e98fe8dc-75c3-4589-987a-abc9ca6b878a,1510 6th St,,,,,1510 6th St,1510 6th st
,c0cdb6a6-866e-4e41-9294-58ddef1fdd06,1511 Sylvan Lane,,,,,1511 Sylvan Lane,1511 lane sylvan
af7ddf98-97c3-4fbb-8b49-fb4c307272c4,c0cdb6a6-866e-4e41-9294-58ddef1fdd06,1511 Sylvan Lane,,,,,1511 Sylvan Lane,1511 lane sylvan
0fbe934a-ed4d-4d9c-ad95-583f250b0517,c0cdb6a6-866e-4e41-9294-58ddef1fdd06,1511 Sylvan Lane,,,,,1511 Sylvan Lane,1511 lane sylvan
f01dfc84-1b3a-47ac-93a6-573dac280bcf,10ce2520-f333-48f4-b52c-110482d3e139,1517 Brunner St,,,,,1517 Brunner St,1517 brunner st
f01dfc84-1b3a-47ac-93a6-573dac280bcf,10ce2520-f333-48f4-b52c-110482d3e139,1517 Brunner St,,Cullman,AL,35055,1517 Brunner St Cullman AL,1517 al brunner cullman st
9aba68b2-c511-4a46-b9c2-049c42614cbc,1040a4f0-0e95-4528-97fa-25ff85bc86cf,1517 Walnut Street,,,,,1517 Walnut Street,1517 street walnut
63446f63-7412-4198-8919-67648c8774cc,1040a4f0-0e95-4528-97fa-25ff85bc86cf,1517 Walnut Street,,,,,1517 Walnut Street,1517 street walnut
e0d69792-4008-462a-8941-887fec944524,1040a4f0-0e95-4528-97fa-25ff85bc86cf,1517 Walnut Street,,,,,1517 Walnut Street,1517 street walnut
e0d69792-4008-462a-8941-887fec944524,1040a4f0-0e95-4528-97fa-25ff85bc86cf,1517 Walnut Street,1517 South Walnut Street - 2,,,,1517 Walnut Street   1517 South Walnut Street - 2,- 1517 2 south street walnut
,1040a4f0-0e95-4528-97fa-25ff85bc86cf,1517 Walnut Street,1517 South Walnut Street - 2,,,,1517 Walnut Street   1517 South Walnut Street - 2,- 1517 2 south street walnut
,1040a4f0-0e95-4528-97fa-25ff85bc86cf,1517 Walnut Street,1517 South Walnut Street - 3,,,,1517 Walnut Street   1517 South Walnut Street - 3,- 1517 3 south street walnut
,4cb3b327-8731-4ff0-8ee5-7f9d47bdb4f7,1517 12th Pl,"3, Los Angeles, CA, 90015",,,,"1517 12th Pl   3, Los Angeles, CA, 90015","12th 1517 3, 90015 angeles, ca, los pl"
85885210-da67-4ac7-9475-61269426bb48,1040a4f0-0e95-4528-97fa-25ff85bc86cf,1520 Noble Street,,,,,1520 Noble Street,1520 noble street
,4cb3b327-8731-4ff0-8ee5-7f9d47bdb4f7,1520 Ocean Park Blvd,"D, Santa Monica, CA, 90405",,,,"1520 Ocean Park Blvd   D, Santa Monica, CA, 90405","1520 90405 blvd ca, d, monica, ocean park santa"
bf0dd2bd-317e-4641-a565-2bd1d86749be,10ce2520-f333-48f4-b52c-110482d3e139,1521 Fulmer Cir,4018,Birmingham,AL,35214,1521 Fulmer Cir Birmingham AL 4018,1521 4018 al birmingham cir fulmer
efa47aa1-7545-49f9-a8d6-8174f41d1f86,10ce2520-f333-48f4-b52c-110482d3e139,1523 15th Ave,,,,,1523 15th Ave,1523 15th ave
,10ce2520-f333-48f4-b52c-110482d3e139,1523 15th Ave,,,,,1523 15th Ave,1523 15th ave
,3a45cc04-79e0-4b81-9742-ca5cad59fe23,15235 Campden Hill Rd,,,,,15235 Campden Hill Rd,15235 campden hill rd
,3a45cc04-79e0-4b81-9742-ca5cad59fe23,15235 Campden Hill Rd,,Houston,TX,77053,15235 Campden Hill Rd Houston TX,15235 campden hill houston rd tx
7de173c3-12c9-402d-ad97-ac14101885bf,10ce2520-f333-48f4-b52c-110482d3e139,1532 Sims St,,,,,1532 Sims St,1532 sims st
7de173c3-12c9-402d-ad97-ac14101885bf,10ce2520-f333-48f4-b52c-110482d3e139,1532 Sims St,,,,,1532 Sims St,1532 sims st
,10ce2520-f333-48f4-b52c-110482d3e139,1532 Sims St,,,,,1532 Sims St,1532 sims st
,3a45cc04-79e0-4b81-9742-ca5cad59fe23,15327 Silver Green Dr,,,,,15327 Silver Green Dr,15327 dr green silver
5ff1323e-1b43-45d3-a296-758ed51576b2,3a45cc04-79e0-4b81-9742-ca5cad59fe23,15327 Silver Green Dr,,,,,15327 Silver Green Dr,15327 dr green silver
8a5f0bae-fee5-4c44-8ed1-21411f2dd1b9,3a45cc04-79e0-4b81-9742-ca5cad59fe23,15331 Campden Hill Rd,,,,,15331 Campden Hill Rd,15331 campden hill rd
8a5f0bae-fee5-4c44-8ed1-21411f2dd1b9,3a45cc04-79e0-4b81-9742-ca5cad59fe23,15331 Campden Hill Rd,,Houston,TX,77053,15331 Campden Hill Rd Houston TX,15331 campden hill houston rd tx
,a8980a28-d78f-447f-bba4-1715e30c8615,1540 145th St,,,,,1540 145th St,145th 1540 st
ae554f57-1b05-45ec-9e4f-ba3135d879c0,10ce2520-f333-48f4-b52c-110482d3e139,1542 27th Ave,,,,,1542 27th Ave,1542 27th ave
ae554f57-1b05-45ec-9e4f-ba3135d879c0,10ce2520-f333-48f4-b52c-110482d3e139,1542 27th Avenue,,Hueytown,AL,35023,1542 27th Avenue Hueytown AL,1542 27th al avenue hueytown
,f800ba10-df8e-4d73-8874-1163a5911387,1543 Laura Dr,,,,,1543 Laura Dr,1543 dr laura
77b613a4-39af-47e5-a233-0ab481df32f3,685e0d3a-257a-49d4-ba42-cd4ffedb219e,1543 Laura Dr,,,,,1543 Laura Dr,1543 dr laura
,a421b9f3-1c7f-4432-9224-a89ed31e11bc,1543 Laura Dr,,,,,1543 Laura Dr,1543 dr laura
77b613a4-39af-47e5-a233-0ab481df32f3,685e0d3a-257a-49d4-ba42-cd4ffedb219e,1543 Laura Dr,,,,,1543 Laura Dr,1543 dr laura
379e0445-d649-44c6-8a16-34a253887563,53c6efe1-4976-4dfb-aa41-8f6daf020c0d,1545 North Ave.,,,,,1545 North Ave.,1545 ave. north
,4cb3b327-8731-4ff0-8ee5-7f9d47bdb4f7,,155-A,,,,155-A,155-a
2c727e69-cf06-497d-bb3e-0d5b2b50fc8d,1040a4f0-0e95-4528-97fa-25ff85bc86cf,155 Clyde Hanson Drive,,,,,155 Clyde Hanson Drive,155 clyde drive hanson
d2285bde-9cf2-4f4c-b8a1-59de625ae043,0a60ce02-1dc5-48bf-b9ad-1b3a76dd40e7,1551.5 Northampton St,Side Unit,,,,1551.5 Northampton St   Side Unit,1551.5 northampton side st unit
d56959f5-7359-4466-853d-dbccafdf5469,0a60ce02-1dc5-48bf-b9ad-1b3a76dd40e7,1551.5 Northampton St,Side Unit,,,,1551.5 Northampton St   Side Unit,1551.5 northampton side st unit
85a2f971-998d-4f29-9dd2-7b1b29e974d8,4cb3b327-8731-4ff0-8ee5-7f9d47bdb4f7,,156-4,,,,156-4,156-4
1723159b-bdc6-48d8-8cde-1f15f9e2ad23,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,1565 3740,,,,,1565 3740,1565 3740
,a8980a28-d78f-447f-bba4-1715e30c8615,15741 Blaine Ave,,,,,15741 Blaine Ave,15741 ave blaine
,a8980a28-d78f-447f-bba4-1715e30c8615,15741A Blaine Ave,,,,,15741A Blaine Ave,15741a ave blaine
c2d78e69-b2a8-4b7b-aee2-fd49c73667ab,9d7b2296-f579-464b-a47d-d62b7532a9e5,1579 Meredith Dr,,,,,1579 Meredith Dr,1579 dr meredith
0a9daded-5597-4d68-8d1a-923f4cccc92c,9d7b2296-f579-464b-a47d-d62b7532a9e5,1579 Meredith Dr,,,,,1579 Meredith Dr,1579 dr meredith
,9d7b2296-f579-464b-a47d-d62b7532a9e5,1579 Meredith Dr,,,,,1579 Meredith Dr,1579 dr meredith
3c88575b-7590-4c56-92b4-022af906ef65,9d7b2296-f579-464b-a47d-d62b7532a9e5,1579 Meredith Dr,,,,,1579 Meredith Dr,1579 dr meredith
59330c7e-b56d-4721-b2e7-c0b9bc4d6436,9d7b2296-f579-464b-a47d-d62b7532a9e5,1579 Meredith Dr,,,,,1579 Meredith Dr,1579 dr meredith
c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1579 Meredith Dr,,,,,1579 Meredith Dr,1579 dr meredith
,9d7b2296-f579-464b-a47d-d62b7532a9e5,1579 Meredith Dr,"A9, Cincinnati, OH",,,,"1579 Meredith Dr   A9, Cincinnati, OH","1579 a9, cincinnati, dr meredith oh"
,9d7b2296-f579-464b-a47d-d62b7532a9e5,1579 Meredith Dr,,Cincinnati,OH,45231,1579 Meredith Dr Cincinnati OH,1579 cincinnati dr meredith oh
,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
,9d7b2296-f579-464b-a47d-d62b7532a9e5,1579 Meredith Dr,,,,,1579 Meredith Dr,1579 dr meredith
